# Nodes
1,50,50
2,90,130
3,140,210
4,180,80
5,220,160
6,260,240
7,300,100
8,340,60
9,380,190
10,420,270
11,460,140
12,30,320
13,80,400
14,130,470
15,170,350
16,210,290
17,250,410
18,290,340
19,330,460
20,370,380

# Edges
1,2,15
1,3,42
1,4,23
1,5,67
1,6,19
1,7,35
1,8,58
1,9,12
1,10,29
1,11,46
1,12,71
1,13,33
1,14,18
1,15,54
1,16,27
1,17,63
1,18,39
1,19,48
1,20,22
2,1,31
2,3,25
2,4,38
2,5,52
2,6,14
2,7,47
2,8,19
2,9,65
2,10,28
2,11,41
2,12,13
2,13,59
2,14,36
2,15,22
2,16,68
2,17,17
2,18,44
2,19,30
2,20,55
3,1,49
3,2,16
3,4,10
3,5,34
3,6,61
3,7,23
3,8,45
3,9,18
3,10,57
3,11,29
3,12,72
3,13,33
3,14,15
3,15,41
3,16,26
3,17,53
3,18,38
3,19,64
3,20,20
4,1,27
4,2,43
4,3,12
4,5,30
4,6,56
4,7,18
4,8,39
4,9,62
4,10,24
4,11,47
4,12,13
4,13,51
4,14,35
4,15,19
4,16,66
4,17,28
4,18,44
4,19,31
4,20,58
5,1,37
5,2,14
5,3,49
5,4,21
5,6,33
5,7,60
5,8,25
5,9,42
5,10,17
5,11,53
5,12,29
5,13,45
5,14,11
5,15,68
5,16,32
5,17,19
5,18,55
5,19,26
5,20,41
6,1,22
6,2,58
6,3,15
6,4,39
6,5,27
6,7,13
6,8,46
6,9,31
6,10,64
6,11,20
6,12,52
6,13,17
6,14,43
6,15,28
6,16,61
6,17,35
6,18,12
6,19,49
6,20,24
7,1,55
7,2,19
7,3,34
7,4,16
7,5,42
7,6,28
7,8,11
7,9,57
7,10,23
7,11,38
7,12,65
7,13,30
7,14,47
7,15,13
7,16,51
7,17,26
7,18,62
7,19,18
7,20,44
8,1,29
8,2,63
8,3,17
8,4,41
8,5,25
8,6,50
8,7,12
8,9,36
8,10,19
8,11,54
8,12,27
8,13,43
8,14,15
8,15,59
8,16,31
8,17,46
8,18,22
8,19,68
8,20,33
9,1,14
9,2,48
9,3,30
9,4,56
9,5,18
9,6,35
9,7,61
9,8,23
9,10,42
9,11,16
9,12,49
9,13,25
9,14,52
9,15,37
9,16,11
9,17,64
9,18,29
9,19,45
9,20,20
10,1,38
10,2,13
10,3,57
10,4,24
10,5,40
10,6,17
10,7,53
10,8,28
10,9,44
10,11,31
10,12,66
10,13,19
10,14,35
10,15,50
10,16,26
10,17,12
10,18,58
10,19,33
10,20,47
11,1,22
11,2,46
11,3,15
11,4,39
11,5,63
11,6,27
11,7,18
11,8,51
11,9,34
11,10,12
11,12,55
11,13,29
11,14,43
11,15,16
11,16,60
11,17,25
11,18,41
11,19,19
11,20,57
12,1,31
12,2,17
12,3,48
12,4,23
12,5,36
12,6,62
12,7,14
12,8,40
12,9,26
12,10,53
12,11,19
12,13,45
12,14,30
12,15,11
12,16,58
12,17,34
12,18,49
12,19,25
12,20,61
13,1,44
13,2,28
13,3,55
13,4,16
13,5,42
13,6,13
13,7,50
13,8,35
13,9,19
13,10,46
13,11,27
13,12,63
13,14,22
13,15,38
13,16,14
13,17,59
13,18,31
13,19,47
13,20,12
14,1,20
14,2,51
14,3,33
14,4,58
14,5,15
14,6,41
14,7,26
14,8,12
14,9,54
14,10,37
14,11,19
14,12,45
14,13,28
14,15,62
14,16,23
14,17,49
14,18,34
14,19,11
14,20,56
15,1,39
15,2,14
15,3,47
15,4,22
15,5,60
15,6,31
15,7,17
15,8,43
15,9,25
15,10,52
15,11,36
15,12,13
15,13,58
15,14,29
15,16,44
15,17,18
15,18,55
15,19,32
15,20,16
16,1,27
16,2,53
16,3,19
16,4,35
16,5,11
16,6,48
16,7,24
16,8,61
16,9,38
16,10,15
16,11,42
16,12,28
16,13,54
16,14,20
16,15,46
16,17,33
16,18,12
16,19,57
16,20,39
17,1,45
17,2,31
17,3,58
17,4,16
17,5,40
17,6,22
17,7,49
17,8,13
17,9,55
17,10,27
17,11,34
17,12,60
17,13,18
17,14,44
17,15,29
17,16,51
17,18,25
17,19,37
17,20,14
18,1,23
18,2,47
18,3,12
18,4,56
18,5,33
18,6,19
18,7,41
18,8,26
18,9,62
18,10,38
18,11,15
18,12,50
18,13,31
18,14,57
18,15,24
18,16,43
18,17,11
18,19,59
18,20,35
19,1,36
19,2,14
19,3,52
19,4,28
19,5,45
19,6,17
19,7,60
19,8,32
19,9,19
19,10,54
19,11,26
19,12,13
19,13,48
19,14,35
19,15,11
19,16,57
19,17,42
19,18,29
19,20,63
20,1,18
20,2,44
20,3,25
20,4,51
20,5,13
20,6,39
20,7,16
20,8,58
20,9,34
20,10,22
20,11,47
20,12,31
20,13,12
20,14,55
20,15,40
20,16,19
20,17,53
20,18,27
20,19,36
