# Nodes
1,304,1428
2,1002,797
3,51,792
4,223,124
5,371,716
6,614,705
7,1068,200
8,561,765
9,1143,1357
10,740,1407
11,383,600
12,285,936
13,1205,1399
14,911,657
15,752,1189
16,138,102
17,380,533
18,409,1271
19,893,583
20,928,641
21,714,555
22,540,1261
23,111,1119
24,505,384
25,416,77
26,1005,92
27,710,344
28,1260,883
29,727,1058
30,1161,1429
31,1170,954
32,994,659
33,1010,1295
34,266,1316
35,95,786
36,937,853
37,254,547
38,1011,1108
39,130,67
40,505,216
# Edges
1,2,10
1,3,59
1,4,61
1,5,33
1,6,51
1,7,12
1,8,63
1,9,55
1,10,6
1,11,11
1,12,52
1,13,86
1,14,60
1,15,83
1,16,76
1,17,79
1,18,99
1,19,38
1,20,18
1,21,60
1,22,24
1,23,88
1,24,60
1,25,49
1,26,38
1,28,82
1,29,5
1,30,87
1,31,66
1,32,61
1,33,52
1,34,35
1,35,45
1,37,14
1,38,13
1,39,16
1,40,50
2,1,64
2,3,70
2,4,91
2,5,68
2,6,82
2,7,42
2,8,80
2,9,37
2,10,12
2,11,29
2,12,56
2,13,59
2,14,44
2,15,15
2,16,10
2,18,62
2,19,69
2,20,51
2,21,18
2,22,37
2,24,69
2,26,4
2,27,21
2,28,98
2,29,10
2,30,3
2,31,20
2,32,11
2,33,2
2,34,38
2,35,97
2,36,2
2,37,31
2,38,36
2,39,17
3,1,38
3,2,81
3,4,15
3,6,15
3,7,84
3,8,100
3,9,33
3,10,38
3,13,47
3,14,68
3,15,27
3,16,83
3,17,55
3,18,99
3,20,60
3,22,13
3,23,11
3,24,60
3,25,15
3,27,25
3,28,100
3,29,37
3,30,94
3,31,60
3,32,13
3,33,10
3,34,6
3,35,58
3,36,8
3,37,49
3,38,14
3,39,79
3,40,95
4,2,15
4,3,95
4,5,22
4,6,70
4,7,69
4,8,15
4,10,13
4,11,54
4,12,60
4,13,37
4,14,18
4,15,94
4,16,71
4,18,67
4,19,51
4,20,98
4,21,95
4,22,71
4,25,45
4,26,66
4,27,24
4,28,27
4,29,25
4,30,94
4,31,50
4,32,66
4,33,48
4,34,79
4,35,76
4,36,44
4,37,47
4,39,1
4,40,31
5,1,25
5,2,85
5,3,57
5,4,8
5,6,28
5,8,8
5,10,74
5,11,77
5,12,21
5,13,81
5,14,49
5,15,47
5,16,80
5,17,66
5,18,42
5,19,90
5,20,23
5,21,89
5,22,62
5,23,70
5,24,84
5,25,64
5,26,84
5,27,29
5,28,28
5,29,77
5,33,78
5,34,47
5,35,95
5,36,28
5,37,97
5,38,73
5,39,29
5,40,75
6,1,97
6,2,32
6,3,59
6,4,25
6,5,83
6,8,51
6,9,52
6,10,17
6,11,84
6,12,36
6,14,29
6,15,27
6,16,81
6,17,74
6,18,61
6,19,90
6,20,28
6,21,93
6,22,73
6,23,8
6,24,84
6,25,61
6,26,14
6,27,76
6,30,15
6,31,55
6,33,77
6,34,59
6,35,44
6,36,20
6,37,51
6,39,97
6,40,45
7,1,11
7,2,6
7,3,19
7,4,96
7,5,75
7,6,78
7,9,67
7,11,7
7,12,65
7,13,43
7,14,65
7,15,63
7,16,71
7,17,49
7,18,14
7,19,74
7,20,88
7,21,4
7,22,49
7,23,93
7,24,42
7,25,37
7,26,79
7,27,67
7,28,33
7,29,54
7,30,60
7,31,8
7,32,12
7,33,26
7,34,81
7,35,95
7,36,37
7,37,14
7,38,91
7,39,58
8,1,83
8,2,88
8,3,23
8,4,75
8,5,72
8,7,92
8,9,52
8,12,92
8,13,46
8,14,69
8,15,39
8,17,84
8,18,13
8,19,77
8,20,98
8,21,27
8,22,86
8,23,84
8,24,74
8,25,39
8,26,10
8,27,12
8,28,94
8,29,59
8,30,10
8,31,97
8,32,24
8,33,13
8,34,33
8,36,94
8,37,5
8,39,1
9,1,19
9,3,47
9,4,35
9,5,3
9,6,50
9,7,29
9,8,6
9,10,53
9,11,25
9,12,16
9,13,25
9,14,84
9,15,18
9,16,87
9,19,22
9,20,31
9,22,13
9,23,37
9,25,88
9,26,36
9,28,16
9,30,37
9,31,14
9,33,64
9,34,34
9,35,95
9,36,51
9,37,62
9,38,91
9,39,54
9,40,23
10,1,49
10,2,80
10,3,55
10,4,91
10,5,84
10,6,7
10,7,89
10,9,15
10,11,20
10,12,28
10,13,66
10,14,100
10,15,70
10,16,81
10,17,25
10,19,74
10,20,15
10,21,88
10,22,78
10,23,24
10,25,84
10,26,86
10,27,11
10,28,11
10,29,92
10,30,94
10,32,46
10,34,46
10,35,97
10,36,4
10,37,6
10,38,41
10,39,40
10,40,3
11,1,26
11,2,49
11,3,47
11,4,100
11,5,23
11,6,4
11,8,98
11,9,3
11,10,79
11,14,70
11,15,8
11,16,99
11,19,81
11,20,83
11,21,42
11,22,77
11,23,16
11,25,72
11,26,3
11,27,4
11,28,43
11,29,96
11,30,41
11,31,41
11,32,14
11,34,72
11,35,13
11,36,21
11,37,66
11,39,15
12,1,40
12,2,2
12,3,1
12,4,89
12,5,9
12,6,56
12,7,3
12,9,43
12,10,83
12,11,2
12,13,36
12,15,4
12,16,75
12,17,5
12,21,48
12,23,77
12,24,56
12,25,15
12,26,88
12,27,47
12,28,7
12,30,49
12,31,18
12,32,42
12,33,51
12,34,97
12,35,82
12,36,22
12,37,40
12,38,39
12,39,89
12,40,16
13,1,42
13,3,48
13,4,77
13,6,65
13,7,16
13,8,53
13,9,92
13,10,83
13,11,54
13,12,4
13,14,48
13,15,38
13,16,88
13,17,33
13,19,83
13,20,65
13,21,19
13,22,73
13,23,78
13,24,15
13,25,81
13,26,74
13,27,74
13,28,41
13,29,51
13,30,30
13,31,77
13,33,46
13,34,34
13,35,67
13,36,49
13,38,94
13,39,7
13,40,56
14,1,12
14,3,41
14,4,86
14,5,58
14,6,29
14,8,3
14,9,37
14,10,16
14,11,48
14,12,69
14,13,96
14,15,96
14,16,9
14,18,40
14,19,18
14,20,21
14,21,81
14,23,41
14,24,68
14,25,46
14,26,81
14,27,13
14,28,44
14,29,8
14,30,27
14,31,85
14,32,62
14,34,63
14,35,85
14,36,35
14,37,49
14,38,77
14,39,57
14,40,48
15,1,13
15,2,72
15,3,83
15,5,87
15,6,77
15,7,58
15,8,96
15,9,36
15,10,58
15,11,55
15,12,68
15,13,30
15,14,69
15,16,65
15,17,40
15,18,76
15,19,80
15,20,2
15,21,24
15,23,50
15,24,98
15,25,56
15,26,86
15,27,10
15,28,95
15,29,86
15,31,94
15,32,59
15,33,2
15,34,98
15,35,59
15,36,70
15,38,33
15,39,90
15,40,94
16,1,26
16,2,2
16,4,91
16,9,64
16,10,2
16,11,86
16,12,7
16,13,79
16,14,71
16,15,96
16,17,61
16,18,66
16,20,60
16,21,57
16,22,8
16,24,28
16,25,30
16,26,43
16,28,17
16,29,72
16,30,75
16,32,66
16,33,79
16,34,77
16,35,9
16,36,45
16,37,100
16,38,91
16,39,19
17,1,75
17,3,81
17,4,62
17,5,6
17,6,61
17,7,87
17,8,59
17,9,70
17,10,35
17,11,71
17,12,26
17,13,32
17,14,36
17,15,34
17,16,60
17,18,38
17,19,93
17,20,81
17,21,84
17,22,91
17,23,71
17,24,55
17,25,74
17,26,88
17,27,26
17,28,82
17,29,29
17,30,40
17,32,12
17,33,69
17,34,48
17,35,56
17,36,56
17,37,36
17,38,84
17,39,35
17,40,88
18,2,58
18,3,22
18,4,9
18,5,94
18,7,80
18,8,16
18,9,85
18,11,82
18,12,80
18,13,36
18,14,73
18,15,38
18,16,98
18,17,48
18,20,69
18,22,30
18,23,89
18,24,16
18,25,63
18,26,27
18,28,13
18,29,54
18,30,70
18,31,48
18,32,64
18,33,56
18,34,52
18,35,10
18,36,99
18,38,49
18,39,46
19,1,96
19,2,53
19,3,5
19,4,47
19,5,77
19,6,68
19,7,47
19,8,2
19,9,85
19,10,11
19,11,76
19,12,56
19,13,6
19,14,60
19,17,76
19,18,68
19,20,22
19,21,84
19,22,1
19,23,6
19,24,3
19,25,77
19,26,99
19,27,95
19,28,47
19,29,82
19,30,30
19,31,13
19,32,81
19,33,78
19,34,3
19,35,69
19,36,60
19,37,94
19,38,10
19,39,16
19,40,82
20,1,85
20,2,7
20,3,69
20,5,99
20,6,31
20,7,53
20,8,36
20,9,66
20,11,44
20,12,82
20,13,12
20,14,11
20,15,95
20,16,68
20,17,94
20,18,66
20,19,82
20,21,37
20,22,64
20,23,36
20,24,94
20,26,69
20,27,16
20,28,15
20,29,40
20,30,17
20,31,70
20,32,66
20,33,71
20,34,80
20,35,13
20,36,99
20,37,24
20,38,95
20,40,90
21,1,78
21,2,1
21,3,30
21,5,83
21,6,65
21,7,32
21,8,66
21,9,84
21,10,85
21,12,42
21,13,71
21,14,84
21,15,63
21,16,86
21,17,32
21,18,28
21,19,2
21,20,28
21,22,93
21,23,75
21,24,56
21,26,2
21,27,43
21,28,58
21,29,35
21,30,14
21,31,15
21,32,15
21,33,5
21,34,60
21,35,51
21,36,88
21,37,82
21,38,76
21,40,45
22,2,52
22,3,98
22,4,26
22,5,44
22,6,32
22,7,13
22,8,21
22,9,38
22,10,48
22,11,30
22,12,92
22,13,87
22,14,61
22,15,46
22,16,39
22,17,68
22,18,98
22,19,35
22,20,41
22,21,24
22,23,23
22,25,83
22,26,99
22,27,73
22,28,92
22,29,27
22,30,61
22,31,78
22,33,49
22,34,31
22,35,44
22,36,30
22,37,36
22,38,54
22,39,6
22,40,44
23,1,55
23,2,91
23,3,55
23,4,67
23,5,29
23,7,89
23,8,16
23,9,72
23,10,77
23,11,9
23,12,57
23,13,85
23,14,27
23,15,18
23,17,56
23,19,84
23,20,25
23,21,84
23,22,80
23,24,29
23,25,22
23,27,41
23,28,28
23,29,11
23,30,47
23,31,6
23,32,68
23,34,98
23,35,77
23,36,30
23,37,17
23,38,16
23,39,39
23,40,18
24,2,33
24,3,13
24,4,14
24,5,61
24,7,16
24,8,8
24,9,73
24,10,65
24,12,1
24,13,54
24,14,17
24,15,24
24,16,14
24,17,78
24,18,48
24,19,17
24,21,6
24,22,78
24,23,58
24,25,20
24,27,95
24,28,37
24,30,11
24,31,13
24,32,34
24,33,7
24,35,6
24,37,55
24,38,66
24,39,64
24,40,65
25,1,37
